author,favorite_count,text,in_reply_to_screen_name,created_at,retweet_count,id_str,imagelink 
LeaveEUOfficial,106,IDS on #Peston: This is about who is accountable for running the country. An elected UK government or the European Union.,,Sun May 29 09:42:48 +0000 2016,119,736855302545506304,NA
vote_leave,287,The banks that caused the financial crisis in 2008 are funding the In campaign. #BankersLoveBrussels https://t.co/nm0EBJTyAo,,Sun May 15 20:00:22 +0000 2016,471,731937287957848064,https://pbs.twimg.com/tweet_video_thumb/CihdFagW0AASixa.jpg
peoplesvote_hq,23,"Almost 200 economists: ""Leaving [the EU] would entail significant long-term costs."" Please RT https://t.co/mkB3WVdNTW",,Thu May 12 10:32:03 +0000 2016,43,730707102818308096,NA
vote_leave,245,Delighted to see that @JohnCleese is going to #VoteLeave – he might like @LiberalLeave: https://t.co/NxmumyFKRA,,Sat Jun 11 22:01:38 +0000 2016,207,741752278277869568,NA
RuthDavidsonMSP,2,"@camillalong @indiaknight @nsoamesmp *blushes* ladies, please....",camillalong,Sat Apr 23 13:42:35 +0000 2016,0,723869681514340352,NA
peoplesvote_hq,12,"Economic experts agree Britain is stronger &amp; better off in Europe. Join us - donate today: https://t.co/NtsePna8n3
https://t.co/yN2brPmTMY",,Tue May 10 12:31:45 +0000 2016,31,730012449617780736,NA
peoplesvote_hq,111,"They STILL don't know. With only 13 days to go, the Leave campaign have no clear plan for Britain's future.
https://t.co/LGkgcnpjp3",,Sat Jun 11 17:50:08 +0000 2016,241,741688983608918018,NA
DavidDavisMP,30,(3/3) The impact of EU membership has been deleterious to the poorest workers. Their job prospects and their wages have both been reduced,,Thu May 26 09:45:22 +0000 2016,49,735768782371577857,NA
andrealeadsom,26,"Rishi Sunak MP - knowledgeable about all areas farming - explains why the EU is a disaster for British agriculture:
https://t.co/kMHOWUfRbN",,Tue Jun 21 12:41:02 +0000 2016,46,745235077299331072,NA
RuthDavidsonMSP,1,"@maxm136 @MilesBriggs3 @CllrNickCook @IainMcGill @SandyBatho thanks max, and thanks for all your help.",maxmitchell91,Wed May 04 20:30:09 +0000 2016,1,727958515734728704,NA
vote_leave,25,We were promised 'real changes' on free movement - 'we got no such change',,Mon May 09 10:30:30 +0000 2016,39,729619547351830528,NA
LeaveEUOfficial,52,'@BorisJohnson: Negotiating trade deals on behalf of the EU is like trying to ride a vast 28 man pantomime horse.,,Mon May 09 10:45:26 +0000 2016,41,729623307784495104,NA
LeanneWood,15,Newyddion gwych / some good news for @Plaid_Cymru coming out of the Police &amp; Crime Commissioner counts. #Plaid16  https://t.co/PnEA521aLi,,Sun May 08 13:52:50 +0000 2016,10,729308079653826560,NA
LadyM_McManus,7,@RuthDavidsonMSP Awww my dear I'm so happy for you both! Many many congrats 💗💍🍾🎉 xx,RuthDavidsonMSP,Mon May 23 08:13:39 +0000 2016,1,734658540271468544,NA
vote_leave,66,https://t.co/4drNmNsYxi,,Tue Jun 07 20:25:32 +0000 2016,80,740278540244013056,https://pbs.twimg.com/media/CkX_aGsWgAAc0su.png
peoplesvote_hq,53,"ICYMI from last night - UKIP's Diane James admits the Leave campaign ""just don't know"" what will happen if we leave.
https://t.co/rNvxBcjUPj",,Fri May 27 18:15:54 +0000 2016,96,736259652430614528,NA
karlyboyo,0,@HuffPostUKPol @timfarron so you will be pushing for the impeachment of Tony Blair then? words or actions? justice for many families!,HuffPostUKPol,Tue May 17 06:58:43 +0000 2016,0,732465354631315457,NA
peoplesvote_hq,61,13 Nobel Prize winners agree: British science &amp; development is #StrongerIn Europe https://t.co/x0jO9ZTD4U https://t.co/8YJ4PBdP7t,,Sat Jun 11 12:32:14 +0000 2016,106,741608982176014336,https://pbs.twimg.com/media/Ckq5b5zXAAA1BhS.jpg
LeaveEUOfficial,464,Nigel Farage cuts to the core of the choice before us on June 23rd! #DemocracyMatters https://t.co/OlKsQotB67,,Sat Jun 11 12:15:08 +0000 2016,548,741604680824950784,https://pbs.twimg.com/media/Ckq1hlfW0AATR4W.jpg
liammccluskey,39,When you can't text bae back 😭😭@NicolaSturgeon https://t.co/MuXrZF7xJO,,Thu Jun 23 15:06:47 +0000 2016,9,745996532080590849,https://pbs.twimg.com/media/ClpP4KxWgAEpYcq.jpg
vote_leave,180,"Gove is right - the EU decides who we can and cannot deport. This makes the UK less safe, and Cameron agrees #bbcqt
https://t.co/FJk4UA1dnF",,Wed Jun 15 19:59:26 +0000 2016,211,743171073814855681,NA
David_Cameron,112,Not sure which way to vote in the EU referendum? Read this from finance expert @MartinSLewis on why he's voting IN: https://t.co/rQof2uI88g,,Mon Jun 06 12:13:46 +0000 2016,96,739792397459181568,NA
PennyMordaunt,8,...a simple test to see if antibiotics are needed is reassuring for patient. GPs and pharmacists could benefit too. https://t.co/ey0GvtFzNH,,Wed May 25 10:09:59 +0000 2016,5,735412591808380928,https://pbs.twimg.com/media/CjS1wq4XEAAyDuV.jpg
SadiqKhan,64,Brilliant atmosphere on the campaign trail here at the legendary Portobello Road market with @KarenPBuckMP #TeamKhan https://t.co/7QCpGl9nl1,,Sat Apr 23 13:45:42 +0000 2016,43,723870465253621760,https://pbs.twimg.com/media/Cgu0RIKWIAMLA08.jpg
vote_leave,184,Our response to tonight's #bbcdebate: IN campaign can't find a positive reason to stay in the EU #VoteLeave https://t.co/1rYCD8H3pA,,Tue Jun 21 22:18:15 +0000 2016,138,745380336029343744,NA
peoplesvote_hq,34,"WATCH: Frances O'Grady, General Secretary of @the_TUC on how workers’ rights are #StrongerIn Europe:
https://t.co/JLc7shoPXZ",,Wed Jun 01 17:31:19 +0000 2016,76,738060369730510848,NA
andrealeadsom,0,Entries for Northants Education Awards must be in by June 7th - have you nominated yet? https://t.co/uUOYmjDeza,,Thu Apr 28 11:50:25 +0000 2016,0,725653394128556032,NA
LeaveEUOfficial,106,55% Leave - 45% Remain in Swindon. 113k votes cast.,,Thu Jun 23 23:55:53 +0000 2016,52,746129683239010306,NA
SadiqKhan,230,Pleased to work with Mayor of Paris @Anne_Hidalgo to urge EU officials to clean up our city's air- via @standardnews https://t.co/jz5MZCfPjD,,Wed Jun 01 12:07:51 +0000 2016,139,737978968771563520,NA
johnleechmcr,22,First council meeting today! It's like going back to school all over again! Can't wait to get back in to the swing of things though!,,Wed May 18 07:08:42 +0000 2016,7,732830252616060928,NA
vote_leave,198,"Cameron failed to deny that he wants Turkey, Macedonia and Serbia to join the EU. How will our NHS cope? #ITVEURef
https://t.co/hndurquUsK",,Tue Jun 07 21:15:00 +0000 2016,276,740290989068189698,NA
LeanneWood,3,Brysia wella @TrystanGruffydd.,,Sat May 28 17:20:46 +0000 2016,0,736608165958197248,NA
PennyMordaunt,2,....the requirement for the UK to take on legal responsibility for each other's gas security. Huge threat to energy security. #VoteLeave,,Tue May 17 11:43:01 +0000 2016,3,732536899089399808,NA
Nigel_Farage,712,"By Leaving EU we will become an independent, self-governing nation and the masters of our own destiny.
https://t.co/a2DQegc2zv",,Mon Apr 25 11:50:16 +0000 2016,673,724566189670694914,NA
peoplesvote_hq,42,Tonight was the Leave Campaign's last chance to show the British people they had a plan - and they didn't. #BBCDebate,,Tue Jun 21 20:41:16 +0000 2016,51,745355931601502208,NA
peoplesvote_hq,21,"Top oncologists: #Brexit ""potentially catastrophic for patients with cancer, &amp; for cancer research""https://t.co/nlYSq6wJWb via @TheLancet",,Wed Apr 27 13:08:27 +0000 2016,45,725310644262703104,NA
vote_leave,113,"Since 1973, the UK has sent over £500 billion to the EU, three times the annual NHS budget. #VoteLeave",,Sat Apr 30 17:57:09 +0000 2016,146,726470458506354688,NA
peoplesvote_hq,163,The economic argument is OVER: economists overwhelmingly say REMAIN is better for our economy &amp; for jobs. https://t.co/WYXJuSGSz3 #C4Debate,,Wed Jun 22 21:32:46 +0000 2016,261,745731278847221760,NA
NicolaSturgeon,436,Just back from the Court of Session where I took the formal oath of office. Now to the business of appointing my new government. #reshuffle,,Wed May 18 09:44:50 +0000 2016,132,732869545606717440,NA
NicolaSturgeon,313,Congratulations on promotion @AyrUnitedFC. My dad @birdfish11 will be cheering himself hoarse right now!,,Sun May 15 16:25:25 +0000 2016,131,731883192924442625,NA
peoplesvote_hq,33,UK jobs are on the line on Thursday. Being in the EU creates jobs for UK families - vote REMAIN https://t.co/HiQQ3H8V5O #InOrOut,,Mon Jun 20 17:45:27 +0000 2016,52,744949295397371904,https://pbs.twimg.com/media/CYNpNrWWEAA1-y7.png
peoplesvote_hq,71,"What has the EU ever done for us? How about these: dozens of positive, uplifting reasons to vote REMAIN. https://t.co/dHyUQpE0RU #ITVEURef",,Thu Jun 09 20:55:48 +0000 2016,95,741010933653372928,NA
andrealeadsom,7,I added a video to a @YouTube playlist https://t.co/LlSjc6Tq39 EU Fresh Start Project | Anne Marie Morris MP | Why the EU is bad for,,Fri Jun 10 14:50:24 +0000 2016,10,741281363295244290,NA
LeaveEUOfficial,17,"New research reveals the clear benefits of e-cigarettes, yet new EU rules will significantly harm the industry.

https://t.co/CCIuXs9CSk",,Thu Apr 28 08:57:55 +0000 2016,23,725609980611715072,NA
timfarron,0,@TessBaxter1 thanks,TessBaxter1,Thu Jun 16 22:44:27 +0000 2016,0,743574992273678336,NA
LeaveEUOfficial,63,"If we weren't already in the EU, who would vote to join it? Great video from @DanHannanMEP. https://t.co/O4LdPhwUUi",,Wed May 18 14:56:53 +0000 2016,89,732948074365104128,NA
vote_leave,125,WATCH: This could be our last chance to save the NHS. Vote Leave on 23 June. https://t.co/wZ1QUsp7jB #TakeControl https://t.co/FNr2eiFPTZ,,Wed Apr 27 19:21:01 +0000 2016,155,725404400806711298,https://pbs.twimg.com/media/ChEndYBWIAEpLBi.jpg
LeaveEUOfficial,144,You were right the first time Jezza! #LeaveEU https://t.co/dSs00uG6sL,,Sun May 15 09:31:42 +0000 2016,232,731779077795946496,https://pbs.twimg.com/media/CifNMX1W0AAlUu0.jpg
thepenGW,8,@NicolaSturgeon @GlasgowWarriors I'll get the Warriors pies in if you get the hot chocolate?!?!,NicolaSturgeon,Thu Apr 28 20:31:09 +0000 2016,0,725784438056095744,NA
RuthDavidsonMSP,2,"@scottreid1980 I get the horse, the fencing gear and the swimmers. But why are they advertising modern pentathletes shooting in a bikini?",scottreid1980,Wed Jun 08 10:16:52 +0000 2016,0,740487751984939008,NA
peoplesvote_hq,41,The NFU vote to remain IN the EU. Farmers are #Strongerin Europe https://t.co/7p2vbtzqzv,,Mon Apr 18 19:10:17 +0000 2016,79,722140211510132737,https://pbs.twimg.com/media/CgWOsdCWIAExkTo.jpg
George_Osborne,18,In Belfast about to go on @BBCgmu talking about how Northern Ireland benefits from being in the EU and the cost of quitting,,Mon Jun 06 06:03:39 +0000 2016,17,739699251396116480,NA
peoplesvote_hq,47,Pls RT - Here's how much more Boris' #blunderbus would cost him if he got his way and we voted to leave the EU: https://t.co/mAUG3KCjLe,,Wed May 11 11:48:52 +0000 2016,110,730364043341516800,https://pbs.twimg.com/media/CiLGOVhUgAU17km.png
peoplesvote_hq,31,Top figures from the art world inc. @TraceyEmin &amp; Martin Parr say we're stronger IN Europe: https://t.co/Uc55IroF7T https://t.co/s8BafiSL3V,,Fri May 20 14:49:16 +0000 2016,43,733670935358758913,https://pbs.twimg.com/media/Ci6Fz6OWkAAz0mO.jpg
peoplesvote_hq,15,The Leave Campaign claims to be interested in democracy – yet they’re trying to obstruct people registering to vote: https://t.co/ymsnHbw9jZ,,Mon Jun 06 19:08:43 +0000 2016,34,739896823461056512,NA
LiamFox,14,Answering your questions on #BBCAskThis @BBCNews @BBCPolitics #VoteLeave #EUref #EUreferendum #Brexit https://t.co/v1uJnNCV9J,,Tue Jun 14 10:45:17 +0000 2016,13,742669231477653504,https://pbs.twimg.com/media/Ck59un5WgAEha4v.jpg
David_Cameron,207,Powerful intervention by Rowan Williams and nearly 40 other faith leaders - they want the UK to remain in the EU: https://t.co/CTRS1DFUry,,Sun May 29 07:40:53 +0000 2016,170,736824618401566720,NA
NicolaSturgeon,5,@phillandlorna thanks! Great photo of both,phillandlorna,Thu Apr 28 21:29:52 +0000 2016,1,725799214291292160,NA
Nigel_Farage,1775,We used to protest against the establishment. Now the establishment protests against us. We must be doing something right. #Brexit,,Wed Jun 15 11:53:30 +0000 2016,1372,743048785379643393,NA
FrancesOGrady,14,I've never been compared to Adele before! Hello from the other side... of our movement #NUSConference #NUSNC16  https://t.co/H1eDHdBZ1S,,Tue Apr 19 12:02:29 +0000 2016,5,722394937640296448,NA
David_Cameron,1197,I've spent the afternoon in talks with @BarackObama. The special relationship is as strong as ever. https://t.co/5EUlr5hrVe,,Fri Apr 22 17:04:35 +0000 2016,421,723558127220723712,https://pbs.twimg.com/media/CgqYRRPW4AE2PMu.jpg
LeaveEUOfficial,4,"@bathguy The ESA is not an EU body. Not every EU member is in it, some countries outside the EU are. EU just chips in some of (our) money.",,Sat Jun 18 09:44:57 +0000 2016,2,744103600931151872,NA
LeaveEUOfficial,54,"BBC News - Cameron: 'UK strongly supports Turkey EU membership bid' https://t.co/xlnCQxAmi4

#Peston",,Sun May 22 09:31:03 +0000 2016,156,734315630279708672,NA
vote_leave,79,"'Immigration cannot be controlled as long as we stay in the EU, which puts huge strain on the NHS' - @patel4witham https://t.co/aLQDIAtEu6",,Thu May 12 17:02:28 +0000 2016,95,730805353760346114,NA
LeaveEUOfficial,39,".@StrongerIn @StrongerInPress Inside the EU, we are forced accept Brussels controlling our farms, fishing waters, immigration rules &amp; more.",peoplesvote_hq,Sun Apr 17 09:42:30 +0000 2016,34,721634935824650240,NA
DavidDavisMP,20,"(2/3) 90% of their trade deals include services, critical to the British economy, as opposed to only 2 out of 3 of EU deals",,Thu May 26 10:00:03 +0000 2016,29,735772478673293313,NA
peoplesvote_hq,20,"WATCH: Ryanair CEO confirms UK jobs &amp; investment ""will go elsewhere"" if we vote to leave the EU
https://t.co/5GiF5USvqO",,Mon May 23 16:21:57 +0000 2016,48,734781423836504064,NA
peoplesvote_hq,253,"What has the EU ever done for us? An awful lot, as it turns out. Here are 38 reasons to vote REMAIN #bbcqt https://t.co/dHyUQpE0RU",,Sun Jun 19 18:28:12 +0000 2016,363,744597665300746240,NA
peoplesvote_hq,41,"Independent think-tank the IFS are clear: leaving the EU will hurt trade &amp; have a ""negative effect"" on our economy. https://t.co/cndJ3Jg4Fg",,Mon Apr 18 20:15:29 +0000 2016,59,722156619153424384,https://pbs.twimg.com/ext_tw_video_thumb/722156578070204416/pu/img/obIHDMycKA2kWdVx.jpg
peoplesvote_hq,38,".@jeremycorbyn campaigning on the streets of Doncaster: here's why he thinks we're better off IN Europe.
https://t.co/Xb6PXmcTWl",,Sat May 28 08:31:57 +0000 2016,59,736475082747305984,NA
vote_leave,16,From 10:30 we will be live tweeting IDS's speech on @Vote_LeaveMedia with the hashtag #TakeControl,,Tue May 10 09:24:07 +0000 2016,8,729965230466469888,NA
peoplesvote_hq,82,Leave campaign were asked to name an independent study that shows us better off if we leave. Here’s what happened. https://t.co/Wqo1iriJ1w,,Wed Apr 20 15:26:28 +0000 2016,161,722808661794369538,NA
George_Osborne,21,New edition of @MickWSmith's book tells Foley's story - which reminds us that even in darkest times for humanity there are points of light,,Wed Apr 20 15:21:57 +0000 2016,7,722807523070316544,NA
LiamFox,14,Another great turnout @NorthSomsShow #northsomerset https://t.co/czU2DJekmX,,Mon May 02 11:18:27 +0000 2016,6,727094897895952384,https://pbs.twimg.com/media/Chco8jFXEAEIxUj.jpg
andrealeadsom,0,@NickCowern ha ha good question....,NickCowern,Sat Apr 16 15:03:44 +0000 2016,0,721353386206081026,NA
vote_leave,350,"RT: Audience member on #bbcqt makes a passionate speech about the risks of staying in the EU #VoteLeave #TakeControl
https://t.co/He7kLixkQY",,Thu Jun 16 09:02:03 +0000 2016,348,743368028046274561,NA
peoplesvote_hq,29,"Everyone from actors to architects, farmers to finance experts, students to scientists says: stronger IN. #INOrOut https://t.co/iBCVsUIXCI",,Fri Jun 03 19:28:43 +0000 2016,43,738814691405889536,https://pbs.twimg.com/media/CkDL9owWkAAjqWa.jpg
vote_leave,549,"With less than 4 days until we #TakeControl on 23rd June, pls RETWEET to show that you're going to #VoteLeave https://t.co/STv5RQXMzw",,Sun Jun 19 19:17:44 +0000 2016,885,744610130705158144,https://pbs.twimg.com/media/ClVi9sjWAAQgC2g.jpg
LeanneWood,317,There's no place for sexism in our National Assembly. Not prepared to accept racism or homophobia either. Be warned. https://t.co/62LjqXbE6O,,Wed May 18 14:10:14 +0000 2016,253,732936334214586368,NA
vote_leave,29,.@StrongerInPress So do you agree with this EU regulation which sets out how shops should sell bananas? https://t.co/bHR6mXlwg5,,Tue May 17 15:48:07 +0000 2016,22,732598579924193287,NA
cjsbridges,1,"@timfarron when Israeli elections loom and Israel bombs the shit out of Gaza to look tough will you say that ""Terror must not win"" too?",timfarron,Thu Jun 09 08:47:02 +0000 2016,0,740827532396793856,NA
AdamIntLakes,0,"@timfarron agree, but it was only down for two hours. There should only be a 2 hour extension. They wld hve registered by now if interested.",timfarron,Thu Jun 09 06:41:23 +0000 2016,0,740795910905552897,NA
Nigel_Farage,790,"EU membership costs us billions of pounds each year. Let's Leave and spend that money here instead.
https://t.co/UuzNZjoRPe",,Fri Jun 10 10:34:13 +0000 2016,566,741216894401847296,NA
LeaveEUOfficial,122,WATCH: Lies told to Norway before they rejected EU membership in 1994. https://t.co/cNrLOeALQA,,Tue May 17 07:17:06 +0000 2016,183,732469979547717632,NA
LeaveEUOfficial,101,Who has British democracy most at heart? Legends such as Sir Ian Botham or politicians like President Obama? We know who we choose. #Marr,,Sun Apr 17 08:16:39 +0000 2016,65,721613330457235456,NA
peoplesvote_hq,8,ALL these independent economic experts say Britain is stronger in Europe. https://t.co/o9PcwO0yQw https://t.co/RzztV6MGJa #EURef,,Fri Jun 10 18:54:09 +0000 2016,13,741342708615241729,https://pbs.twimg.com/media/ChnfqhMXIAEa_TG.jpg
David_Cameron,344,Of course our opponents are struggling for expert backing. https://t.co/6RsbsCaw6c,,Thu Apr 28 11:39:07 +0000 2016,185,725650550428192768,https://pbs.twimg.com/media/ChIHVKwW0AE7c98.jpg
peoplesvote_hq,11,Parental leave protected by EU law. Workers and families are #Strongerin https://t.co/sI5BtO0FDP #EUref,,Mon Jun 06 18:37:09 +0000 2016,22,739888879210205187,https://pbs.twimg.com/media/CdCiabpWwAA3H4l.jpg
peoplesvote_hq,115,"What has the EU ever done for us? An awful lot, as it turns out. Here are 38 reasons to vote REMAIN on 23 June.
https://t.co/XULWDMT3ox",,Wed May 25 19:23:08 +0000 2016,125,735551797129940993,NA
vote_leave,151,Here's what Cameron didn't tell you tonight...amongst other things #bbcqt #VoteLeave https://t.co/I0ZOP6fa58,,Sun Jun 19 18:47:21 +0000 2016,258,744602485352980480,https://pbs.twimg.com/media/ClVcA4UXIAAjwhw.jpg
vote_leave,198,"WATCH: @JohnMannMP - It’s better to #TakeControl of our borders and create a fairer immigration system #VoteLeave
https://t.co/dKGesXoXn8",,Fri Jun 10 16:21:48 +0000 2016,259,741304367379320832,NA
peoplesvote_hq,18,"From more jobs &amp; lower prices to safer streets and workplaces, being in the EU is great for everyone: https://t.co/dHyUQpE0RU #EUDebate",,Tue Jun 14 19:39:09 +0000 2016,36,742803581473034241,NA
peoplesvote_hq,37,".@RyanAir CEO Michael O'Leary: ""we will invest less in the UK if the UK leaves the European Union""
https://t.co/S1Iy0aB3l0",,Fri May 06 14:41:28 +0000 2016,55,728595541769125889,NA
LeaveEUOfficial,46,"On the contrary, wages would rise (hi, Lord Rose) and prices would fall (goodbye, CAP). #Brexit https://t.co/Gc0Q6JYdCm",,Wed Apr 27 14:48:16 +0000 2016,44,725335762955309056,NA
peoplesvote_hq,4,Liam Fox says don't worry if we can't get free access to the EU; you can just go and study or travel elsewhere #StrongerIn #BBCDebate,,Thu May 26 19:39:29 +0000 2016,7,735918299469451267,NA
LeaveEUOfficial,103,"With shortages in housing, school places and the NHS, this really shows how out of touch Remain campaigners are. https://t.co/KkeahB047k",,Fri May 27 16:26:41 +0000 2016,130,736232166305222656,NA
Nigel_Farage,295,Time for a quick group selfie before @pestononsunday. https://t.co/wpn4YfEA3G,,Sun May 15 08:52:10 +0000 2016,112,731769127891800064,https://pbs.twimg.com/media/CifEIpcWEAAsi87.jpg
RuthDavidsonMSP,11,".@Kathdiscoball the pop tart lava palsy is, of course, the worst toaster emergency. Thankfully rare in modern times...",Kathdiscoball,Sat May 14 08:47:05 +0000 2016,2,731405461325545472,NA
LeaveEUOfficial,88,"'@yanisvaroufakis says David Cameron is the worst person for the Remain campaign to have on board, because nobody believes his lies. #Marr",,Sun May 29 08:10:18 +0000 2016,86,736832024024109056,NA
peoplesvote_hq,12,"Top businesses employing 180,000 in the UK say being in the EU is ""a win-win situation"" https://t.co/zKmonrpnXK https://t.co/BfetloHfkz",,Thu May 19 10:20:47 +0000 2016,38,733240979105406976,https://pbs.twimg.com/media/Ciz-vB9WYAAVpFb.jpg
LeaveEUOfficial,73,"""What we've heard from the Remain campaign is that they believe in every piece of EU regulation"" - @BorisJohnson #ITVEURef #LeaveEU",,Thu Jun 09 20:18:27 +0000 2016,52,741001532624273408,NA
peoplesvote_hq,132,"Leading, NOT leaving Europe. Gordon Brown's compelling case for voting REMAIN on 23 June. Please RT.
https://t.co/niiBsI4lyv",,Mon Jun 13 21:26:55 +0000 2016,138,742468315960868864,NA
Nigel_Farage,401,I'll be on @lbc shortly taking your calls and setting out why we must vote to Leave EU on Thursday.,,Mon Jun 20 08:02:15 +0000 2016,166,744802531579035648,NA
andrealeadsom,80,"thoughts and prayers for @Jo_Cox1, her family and her team. What a terrible thing to happen.",,Thu Jun 16 13:33:32 +0000 2016,39,743436346967138305,NA
LeaveEUOfficial,35,"Gove: There is nothing we can do to appeal ECJ. It has ""predatory qualities"". If we stay we will lose more and more control. #LeaveEU",,Tue Apr 19 10:49:46 +0000 2016,27,722376638659477505,NA
vote_leave,178,#VoteLeave for a brighter future. Polls close at 10pm this evening. #TakeControl #ProjectHope https://t.co/ocB9GI4QlB,,Thu Jun 23 16:51:24 +0000 2016,157,746022859538038784,https://pbs.twimg.com/ext_tw_video_thumb/746022485234229248/pu/img/EZBITJHMTc8y_dK9.jpg
LeaveEUOfficial,88,Gove: Barack Obama would never accept a court in Mexico creating legislation for the United States. #InOrOut,,Fri Jun 03 19:06:26 +0000 2016,74,738809083931820032,NA
LeaveEUOfficial,77,"Obama to Back Anti-Brexit Campaign on Trip to U.K. Next Week
Sign our petition now to STOP Obama's involvement 
https://t.co/68Fx8kjLFM",,Fri Apr 15 14:30:19 +0000 2016,152,720982589687926785,NA
andrealeadsom,25,"Fresh Start Project Rewards of Leave 6) Democratically deciding how to spend our own money
https://t.co/ZYq4Bv84mx
#ProjectReasonable",,Wed Jun 22 06:04:16 +0000 2016,23,745497613063983105,NA
vote_leave,576,RETWEET if you agree with Sir James Dyson that we will be better off after we #VoteLeave and #TakeControl https://t.co/RsHOcLwvDp,,Sat Jun 11 19:34:23 +0000 2016,1025,741715219483873280,https://pbs.twimg.com/media/CksaDz2XIAANijp.jpg
vote_leave,35,Michael Gove: Our economy will prosper because of the ingenuity and dedication of the British people #InOrOut,,Fri Jun 03 19:39:15 +0000 2016,29,738817339744002049,NA
LeaveEUOfficial,64,READ our blog on how the Common Agricultural Policy is NOT working for British farmers https://t.co/txGD90dns6 https://t.co/l1CYnRLqMI,,Mon May 02 18:02:04 +0000 2016,112,727196471494332416,https://pbs.twimg.com/media/CheFVmOUgAAyPym.jpg
revlornascot,3,@RuthDavidsonMSP Delighted but does Jen know what she is taking on! Love to you both.,RuthDavidsonMSP,Mon May 23 10:28:56 +0000 2016,0,734692584589819905,NA
LeaveEUOfficial,13,@BorisJohnson on #Marr: it is government policy for EU accession negotiations with Turkey to be ACCELERATED,BorisJohnson,Sun Jun 05 08:57:45 +0000 2016,21,739380679205609472,NA
peoplesvote_hq,34,"EU laws have brought bans on poaching, cosmetic animal testing &amp; wildlife trafficking https://t.co/POZw6bg4X9 https://t.co/XDkW2EC8pF",,Thu Apr 21 14:30:07 +0000 2016,44,723156869573951488,https://pbs.twimg.com/media/CgkrUzsWwAAH3ZA.jpg
LeanneWood,13,Yn meddwl am weithwyr / thinking of all those who have lost their lives because of their work on #InternationalWorkersDay,,Thu Apr 28 11:20:08 +0000 2016,18,725645770481881088,NA
vote_leave,43,"""Which comes first - WWIII or Brexit-caused recession"". Even @faisalislam thinks the PM's scare stories are ridiculous #InOrOut",,Thu Jun 02 19:21:23 +0000 2016,30,738450458453368833,NA
George_Osborne,54,New @HMTreasury analysis shows 285k UK jobs linked to EU financial services exports. Leave vote would put 10s of thousands at risk #FT125,,Mon May 09 18:21:40 +0000 2016,54,729738120145584128,NA
SadiqKhan,368,London - midnight tonight is the deadline to register to vote. Make sure your family &amp; friends are #EURefReady https://t.co/13EldLEwSC,,Tue Jun 07 10:34:28 +0000 2016,555,740129792960385024,https://pbs.twimg.com/media/CkV4HX3WUAAumTi.jpg
George_Osborne,69,At engine manufacturer Ricardo in Shoreham-on-sea. Part of UK car industry which exports to EU #StrongerIn https://t.co/ql6UuJTdUF,,Mon Jun 20 09:59:10 +0000 2016,44,744831951526367232,https://pbs.twimg.com/media/ClYssl3WYAAD1eM.jpg
vote_leave,71,"Cameron would like the UK to have permanent, uncontrolled immigration. But we disagree. #VoteLeave #ITVEURef https://t.co/ZfPIoVJtnd",,Tue Jun 07 20:36:45 +0000 2016,80,740281362431758339,https://pbs.twimg.com/ext_tw_video_thumb/740281274200268800/pu/img/NWVzIb6uEOX5qDPD.jpg
LeaveEUOfficial,80,"""There is no point in being a member of a union, whose purpose you fundamentally disagree with"" - Lord Lawson #QuestionTime",,Thu May 05 22:03:09 +0000 2016,59,728344306931671040,NA
peoplesvote_hq,162,"WATCH &amp; RT: the ""dishonest"" Leave campaign are playing ""Russian Roulette"" with people's futures.
https://t.co/JYGVVVwjCR",,Sun Jun 05 10:05:07 +0000 2016,260,739397633026859008,NA
GiselaStuart,0,@RichardBurdenMP @vote_leave they were not official and they have gone,RichardBurden27,Sat Jun 04 05:59:18 +0000 2016,0,738973382587338752,NA
andrealeadsom,8,Why Leave is better for the UK's security : EU Fresh Start Project | Dominic Raab MP | Justice &amp; Security https://t.co/1ODZE9BAnd,,Mon May 23 06:10:20 +0000 2016,19,734627506377109506,NA
BorisJohnson,592,Amazing to think that we discriminate against Australians + NZers who want to come to this country + in favour of those from the EU (2/2),,Mon Apr 25 13:32:07 +0000 2016,482,724591823101022208,NA
LeaveEUOfficial,50,Austerity and attacks on workers- that has become the norm in the EU. It's time we left. https://t.co/3EmZJRkRmx,,Tue May 03 08:19:47 +0000 2016,93,727412323783200769,NA
LeaveEUOfficial,189,"France WANTS us out of the EU: Majority of French people are hoping for a Brexit 

We are happy to oblige. #LeaveEU
https://t.co/SHszIg2fK1",,Thu Jun 02 10:18:45 +0000 2016,240,738313901457149952,NA
LeaveEUOfficial,117,"Heath: ""My plea to you, if you are still undecided or have yet to cast your ballot, is to vote Leave with pride, confidence &amp; hope"" #Brexit",,Wed Jun 22 19:29:41 +0000 2016,118,745700305195700224,NA
IainMcGill,1,@RuthDavidsonMSP @scottreid1980 for £50 &amp; a branded football I'd be looking for you to come out for leave...,RuthDavidsonMSP,Sun Jun 19 10:50:46 +0000 2016,0,744482552174481408,NA
peoplesvote_hq,23,SEVEN DAYS - that's all you've got left to register to vote: https://t.co/K4E99rcUUb https://t.co/GJvs5sYy3P,,Tue May 31 18:25:00 +0000 2016,83,737711490636087296,https://pbs.twimg.com/media/CjzgiJ6VEAAMR-k.jpg
BorisJohnson,248,Even though our energy costs much higher than elsewhere. Take back control and we could correct Miliband policy #VoteLeave #InOrOut,,Fri Jun 03 19:54:50 +0000 2016,129,738821264941404164,NA
